Name,Ingredient,images_link,likes,step,difficulty
[海鮮鹹蛋紅醬義大利麵](https://icook.tw/recipes/375738),鹹蛋白，胡椒粉，鴻禧菇，義大利麵，鯖魚罐頭，蛤蜊肉(全聯購買），洋蔥，蒜頭，番茄罐頭，月桂葉，米酒，煮過的南瓜泥，鹽巴,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375738/9efa87676df52cc4.jpg,2,8,難
[松露蒜味鮪魚義大利冷麵 ??](https://icook.tw/recipes/375226),鮪魚罐頭，沙拉美乃滋，松露醬或西西里香料鹽，蒜頭，黑胡椒，鹽，水餃醬，義大利麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375226/96f7532bfa89fcc6.jpg,4,4,易
[卡布娜娜義大利麵](https://icook.tw/recipes/389758),培根，蒜，洋蔥，白酒，全蛋，帕馬森起司粉，黑胡椒，鹽，義大利麵,https://tokyo-kitchen.icook.network/uploads/recipe/cover/389758/7ad842566709e6d2.jpg,14,16,難
[杏仁義式脆餅](https://icook.tw/recipes/363941),雞蛋，細砂糖，香草精，中筋麵粉，杏仁粉，泡打粉，鹽，杏仁，葡萄乾，蔓越莓,https://tokyo-kitchen.icook.network/uploads/recipe/cover/363941/6637dec8823f64c9.jpg,12,9,難
[起司蟹肉義式烘蛋](https://icook.tw/recipes/360455),花蟹，雞蛋，菠菜，洋蔥，大蒜，蔥，莫茲瑞拉起司，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360455/9cc14f66c0cc96fa.jpg,31,12,難
[義式香料紙包雞](https://icook.tw/recipes/341989),帶骨雞腿，洋蔥，紅蘿蔔，無鹽奶油，義大利綜合香料，黑胡椒粒，蒜泥，米酒，鹽巴,https://tokyo-kitchen.icook.network/uploads/recipe/cover/341989/b8da3a3ae3b863ad.jpg,88,9,難
[蛋黃培根義大利麵](https://icook.tw/recipes/313071),土雞蛋，培根，義大利麵（直麵），起司粉，黑胡椒，鹽巴，喜愛料理的心，珍惜食物的心,https://tokyo-kitchen.icook.network/uploads/recipe/cover/313071/698d2c4be06d3868.jpg,197,6,中
[拿坡里義大利麵](https://icook.tw/recipes/371754),義大利筆管麵，培根肉，洋蔥，小磨坊百里香葉，鑫鑫腸，大蒜，帕瑪森起司粉，鹽巴，蕃茄醬，水果醋，泰式雞醬(可省略），烏醋，味霖（糖），牛奶，小磨坊百里香葉，鹽巴,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371754/eee71e7bc4047e58.jpg,16,22,難
[奶蒜香煎馬鈴薯](https://icook.tw/recipes/414250),馬鈴薯，蒜頭，義式香料，鹽巴，胡椒粉（選）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414250/4ed0ea8af2fab5c5.jpg,62,8,難
[烤羊小排白醬蔬食義大利](https://icook.tw/recipes/322482),醃漬羊小排(依個人需求量調整)，甜椒，扁豆，杏鮑菇，玉米筍，鮮奶油，無鹽奶油(動物性奶油)，牛奶，義大利香料，起司粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/322482/0a33bd60d5cee961.jpg,0,7,難
[焗烤雞肉義大利麵](https://icook.tw/recipes/356713),橄欖油，雞腿肉(或雞胸肉)，大蒜，管狀通心義大利麵，蘆筍，蘑菇，帕瑪森起士，mozzarella 起士，cheddar 起士，雞高湯，鮮奶油，鹽巴，黑胡椒，白酒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/356713/4cc000e0d47f5007.jpg,26,9,難
[清炒肉香義大利麵](https://icook.tw/recipes/324582),義大利麵，豬絞肉，杏鮑菇，蒜頭，洋蔥，羅勒葉（or九層塔），辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/324582/68fcd0162d55ca87.jpg,18,8,難
[馬鈴薯條](https://icook.tw/recipes/408556),馬鈴薯，鹽巴、橄欖油、義式香料,https://tokyo-kitchen.icook.network/uploads/recipe/cover/408556/a2420217f1f5b219.jpg,9,4,易
[海鮮鹹蛋紅醬義大利麵](https://icook.tw/recipes/375738),鹹蛋白，胡椒粉，鴻禧菇，義大利麵，鯖魚罐頭，蛤蜊肉(全聯購買），洋蔥，蒜頭，番茄罐頭，月桂葉，米酒，煮過的南瓜泥，鹽巴,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375738/9efa87676df52cc4.jpg,2,8,難
[培根蛋義大利麵](https://icook.tw/recipes/318142),培根，蛋，義大利鳥巢麵，煮麵水，培根油，黑胡椒粉，鹽，羅勒葉，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/318142/c78b0b6f03cd78dd.jpg,21,6,中
[茶油Q香杏鮑菇](https://icook.tw/recipes/413957),杏鮑菇，苦茶油，義式香料,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413957/ef2f590fb76bfcd7.jpg,5,3,易
[鮮蝦櫛瓜義大利麵](https://icook.tw/recipes/334974),義大利麵，蝦仁，櫛瓜，洋蔥，蒜頭，蕃茄糊tomato paste，鮮奶，鹽巴，黑胡椒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/334974/89c099770cf12de6.jpg,44,9,難
[意式豬腩卷](https://icook.tw/recipes/358303),豬腩，百里香，迷迭香，鼠尾草，粗鹽，蒜粉，辣椒粉，黑椒粉，西蘭花，馬鈴薯，蕃茄，洋蔥，黑橄欖，特級初榨橄欖油，意大利黑醋A，意大利黑醋B，鹽和黑椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/358303/b37cc02172982cfd.jpg,17,14,難
[健康菠菜披薩](https://icook.tw/recipes/341671),菠菜，水，中筋麵粉，糖，植物油，鹽，番茄醬，青椒丁<條>，熟雞肉丁，紅蘿蔔丁，玉米粒，乳酪絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/341671/85f79ca6f49c7c2e.jpg,15,7,難
[松露野菇奶油義大利麵 part 2](https://icook.tw/recipes/376188),蘑菇，洋蔥，鹽，德式香腸，鮮奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/376188/07333af917461ad4.jpg,17,8,難
[肉球義大利麵](https://icook.tw/recipes/357953),絞肉（豬牛各半），蛋，麵包粉，起士，蒜頭，紅蘿蔔，洋蔥，羅勒，蕃茄糊，蕃茄罐頭，義大利麵，鹽，糖，黑胡椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/357953/0246a13b89c7990e.jpg,18,18,難
[松露白醬雞肉麵](https://icook.tw/recipes/338879),洋蔥，鴻喜菇，雞胸肉，牛奶，月桂葉，肉荳蔻粉，糖，奶油，麵粉，松露鹽，鮮奶油，義大利麵，煮麵水，起司絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/338879/e4613748bb92ac34.jpg,64,15,難
[義式風味羊栖菜](https://icook.tw/recipes/352908),羊栖菜乾，蒜碎，橄欖粒，義式酸豆(caper)，酒，味霖，月桂葉，昆布柴魚高湯，醬油，黑胡椒粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/352908/a112232b4fa08cd0.jpg,1,4,易
[傳統意大利北部提拉米蘇](https://icook.tw/recipes/373447),手指餅乾，無糖黑咖啡，新鮮雞蛋，朗姆酒，糖，鹽，馬斯卡彭奶酪，無糖可可粉，鮮榨橙汁（可忽略）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373447/16cfe6a5e58ed18d.jpg,527,11,難
[培根蛋義大利麵](https://icook.tw/recipes/318142),培根，蛋，義大利鳥巢麵，煮麵水，培根油，黑胡椒粉，鹽，羅勒葉，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/318142/c78b0b6f03cd78dd.jpg,21,6,中
[奶油培根義大利麵](https://icook.tw/recipes/312789),培根，蘑菇罐頭，橄欖油，蒜頭，洋蔥，奶油 butter，鮮奶油，鮮奶，海鮮高湯塊，黑胡椒，10號義麵，橄欖油，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/312789/e958abe6f7c20b51.jpg,483,4,易
[義式香料氣炸雞](https://icook.tw/recipes/352430),小土雞，義大利香料，蒜味胡椒鹽，匈牙利紅椒粉，白葡萄酒，無鹽奶油，杏鮑菇，鮮香菇，蒜味胡椒鹽，蔥花，麥芽糖，熱開水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/352430/3e76324e0d52bbe9.jpg,35,15,難
[義大利肉醬麵](https://icook.tw/recipes/351208),絞肉，小磨坊蒜風味油，小磨坊萬用胡椒鹽，小磨坊義大利香料，小磨坊海鹽，番茄糊，水，洋蔥，蕃茄,https://tokyo-kitchen.icook.network/uploads/recipe/cover/351208/7b38ff650cc4c997.jpg,20,4,易
[鮮蝦櫛瓜義大利麵](https://icook.tw/recipes/334974),義大利麵，蝦仁，櫛瓜，洋蔥，蒜頭，蕃茄糊tomato paste，鮮奶，鹽巴，黑胡椒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/334974/89c099770cf12de6.jpg,44,9,難
[健康菠菜披薩](https://icook.tw/recipes/341671),菠菜，水，中筋麵粉，糖，植物油，鹽，番茄醬，青椒丁<條>，熟雞肉丁，紅蘿蔔丁，玉米粒，乳酪絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/341671/85f79ca6f49c7c2e.jpg,15,7,難
[牛蒡玉米筍和風義大利麵](https://icook.tw/recipes/388563),牛蒡，玉米筍，培根，蒜，奶油，清酒(可用米酒代替)，醬油，鹽，黑胡椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/388563/d613bd55e893bde6.jpg,11,11,難
[自製義式油漬番茄](https://icook.tw/recipes/333723),番茄，蒜，百里香，羅勒，洋香菜，鹽，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/333723/1dc69f8f320ebed5.jpg,19,11,難
[自製薄皮pizza](https://icook.tw/recipes/351107),中筋麵粉，100度水，Marzarella乳酪塊，焗烤雙色調理乳酪絲，義式蕃茄醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/351107/9e5fae31b9ab88df.jpg,388,12,難
[健康花椰菜白醬義大利麵](https://icook.tw/recipes/320819),義大利麵，大蒜，白花椰菜，義大利綜合香料，雞胸肉丁，雞高湯塊，牛奶，起司片，鹽，黑胡椒，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/320819/18d475c6a5e6f9bf.jpg,63,11,難
[辣味清炒鮮蝦蛤蜊義大利麵](https://icook.tw/recipes/373036),洋蔥，洋菇，鮮蝦，蛤蜊，九層塔，義大利麵，蒜頭，辣椒，米酒(可白酒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373036/f3bd066715c14ee8.jpg,64,3,易
[松露白醬雞肉麵](https://icook.tw/recipes/338879),洋蔥，鴻喜菇，雞胸肉，牛奶，月桂葉，肉荳蔻粉，糖，奶油，麵粉，松露鹽，鮮奶油，義大利麵，煮麵水，起司絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/338879/e4613748bb92ac34.jpg,64,15,難
[烤洋芋片](https://icook.tw/recipes/414835),馬鈴薯，鹽巴，橄欖油，義式香料，松露粉，白醋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414835/5d327e2075888205.jpg,10,9,難
[焗烤義大利麵](https://icook.tw/recipes/364134),彩色螺絲義大利麵，橄欖油，鹽，綠花椰菜，甜椒，蘑菇，乳酪絲，市售義式番茄醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/364134/ae944259535b0337.jpg,41,5,中
[義大利鮮菇紅蘿蔔燉飯](https://icook.tw/recipes/383912),黑蠔菇撥開，山茶茸切段撥開，鴻喜菇去蒂頭撥開，澳洲紅蘿蔔切絲，蒜頭切末，洋蔥切末，白米，紅藜麥，牛頭牌雞肉高湯，熱開水，喜馬拉雅岩鹽，現磨黑胡椒粒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/383912/0574972e7cb113c6.jpg,7,17,難
[奶油南瓜義大利麵](https://icook.tw/recipes/375884),義大利香料粉，南瓜，糖，牛奶，培根，義大利麵，鹽巴，洋蔥，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375884/86cf0465b1007f3a.jpg,56,5,中
[打拋豬義大利麵](https://icook.tw/recipes/360929),義大利麵，豬絞肉，蒜頭切末，小番茄切半，九層塔，辣椒，醬油，醬油膏，糖，魚露，檸檬汁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360929/180699dd75326595.jpg,24,7,難
[拿坡里義大利麵](https://icook.tw/recipes/372284),洋蔥，青椒，義大利麵條，法蘭克香腸，大蒜，鹽巴，醬油，番茄醬，番茄糊,https://tokyo-kitchen.icook.network/uploads/recipe/cover/372284/2cf6ba12ee4e0ae1.jpg,16,4,易
[辣味清炒鮮蝦蛤蜊義大利麵](https://icook.tw/recipes/373036),洋蔥，洋菇，鮮蝦，蛤蜊，九層塔，義大利麵，蒜頭，辣椒，米酒(可白酒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373036/f3bd066715c14ee8.jpg,64,3,易
[義式清蒸檸檬魚](https://icook.tw/recipes/346037),金目鱸魚，檸檬，芫荽 (香菜)，辣椒，薑，青蔥，義大利香料，味醂，清酒，鹽，魚露,https://tokyo-kitchen.icook.network/uploads/recipe/cover/346037/a72591843f82e086.jpg,74,6,中
[洋蔥薯泥餅](https://icook.tw/recipes/425199),馬鈴薯，洋蔥，雞蛋，鹽，義大利香草，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/425199/72f48af0b5b356df.jpg,5,3,易
[打拋豬義大利麵](https://icook.tw/recipes/360929),義大利麵，豬絞肉，蒜頭切末，小番茄切半，九層塔，辣椒，醬油，醬油膏，糖，魚露，檸檬汁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360929/180699dd75326595.jpg,24,7,難
[自製義式油漬番茄](https://icook.tw/recipes/333723),番茄，蒜，百里香，羅勒，洋香菜，鹽，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/333723/1dc69f8f320ebed5.jpg,19,11,難
[義式番茄牛腩湯](https://icook.tw/recipes/364063),牛腩，牛番茄，馬鈴薯，紅蘿蔔，洋蔥，高麗菜，番茄糊，月桂葉，義大利香料,https://tokyo-kitchen.icook.network/uploads/recipe/cover/364063/b1c4888f925f661e.jpg,135,12,難
[義大利鮮菇紅蘿蔔燉飯](https://icook.tw/recipes/383912),黑蠔菇撥開，山茶茸切段撥開，鴻喜菇去蒂頭撥開，澳洲紅蘿蔔切絲，蒜頭切末，洋蔥切末，白米，紅藜麥，牛頭牌雞肉高湯，熱開水，喜馬拉雅岩鹽，現磨黑胡椒粒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/383912/0574972e7cb113c6.jpg,7,17,難
[義式番茄肉醬炒泡麵/統一麵肉燥風味](https://icook.tw/recipes/371654),統一麵肉燥風味，牛番茄，絞肉，洋香菜葉，黑胡椒粉，番茄醬，橄欖油，甜羅勒葉片(或九層塔),https://tokyo-kitchen.icook.network/uploads/recipe/cover/371654/81f3511c7f82d013.jpg,17,10,難
[拿坡里義大利麵](https://icook.tw/recipes/372284),洋蔥，青椒，義大利麵條，法蘭克香腸，大蒜，鹽巴，醬油，番茄醬，番茄糊,https://tokyo-kitchen.icook.network/uploads/recipe/cover/372284/2cf6ba12ee4e0ae1.jpg,16,4,易
[蜜醋茄醬雞肉義大利麵](https://icook.tw/recipes/310031),去骨雞腿，義大利麵，百家珍 蜂蜜醋，番茄醬，水，冷凍毛豆/玉米粒，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/310031/5acbab870ff96634.jpg,65,7,難
[奶油南瓜義大利麵 ](https://icook.tw/recipes/375884),義大利香料粉，南瓜，糖，牛奶，培根，義大利麵，鹽巴，洋蔥，奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/375884/86cf0465b1007f3a.jpg,56,5,中
[義式氣炸馬鈴薯](https://icook.tw/recipes/338586),Baby 小馬鈴薯，義式香料(一般超市有綜合)，奶油(橄欖油)，白楜椒，蒜粉，巴西里粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/338586/924071ac4a57f77a.jpg,41,4,易
[春日摘鮮綠蘆筍燉飯](https://icook.tw/recipes/373266),Carnaroli義大利燉飯米，蘆筍，豌豆，櫛瓜，洋蔥，帕瑪森乾酪，奶油，檸檬，初榨冷壓橄欖油、鹽、胡椒，*白葡萄酒 / 薄荷葉，番茄，芹菜，胡蘿蔔，洋蔥，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/373266/1648162f8aa3696c.jpg,8,12,難
[茄汁鯖魚罐頭義大利麵](https://icook.tw/recipes/390305),茄汁鯖魚罐頭（任一品牌），義大利麵，洋蔥，牛番茄，蒜末，糯米椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/390305/538c9500a735458d.jpg,8,10,難
