Name,Ingredient,images_link,likes,step,difficulty
[茶碗蒸](https://icook.tw/recipes/427724),細昆布，乾香菇，雞蛋，蝦仁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/427724/e73d7b5fdceda316.jpg,7,3,易
[鮭魚牛蒡炊飯](https://icook.tw/recipes/424485),白米，鮭魚，牛蒡，紅蘿蔔，毛豆，鴻禧菇，高麗菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424485/b07ce2d09c438247.jpg,25,8,難
[和風醬](https://icook.tw/recipes/416085),醬油，味淋，原蔗糖，熱水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416085/a3072cffa33b2aea.jpg,7,2,易
[煮青蔥](https://icook.tw/recipes/421175),青蔥段，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/421175/84897b04940a463f.jpg,4,2,易
[散壽司](https://icook.tw/recipes/420202),白米，生食等級鮭魚，生食等級鮭魚卵，蝦子，小黃瓜，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/420202/5dfe4e95414cf312.jpg,16,17,難
[南瓜雞肉咖喱](https://icook.tw/recipes/425207),雞肉，櫛瓜，日本南瓜，紅椒，蘑菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/425207/f8b4b091db568ea4.jpg,5,2,易
[千層牛肉火鍋](https://icook.tw/recipes/428091),鯷魚，蝦米，昆布，鰹魚脯，洋蔥，白菜，芝麻葉，火鍋牛肉片，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/428091/492cd8b3c33bb1c8.jpg,8,7,難
[照燒鮭魚](https://icook.tw/recipes/424043),洋蔥，鮭魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424043/686531b42ef23421.jpg,19,6,中
[炸雞](https://icook.tw/recipes/427428),雞腿肉，太白粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/427428/34bb69bbbbbc227f.jpg,7,9,難
[生吐司](https://icook.tw/recipes/419922),高筋麵粉，即溶酵母，牛奶，淡奶油，無鹽牛油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419922/fb0eab0b16467291.jpg,102,18,難
[海鮮煎餅](https://icook.tw/recipes/419458),低筋麵粉，地瓜粉，酥炸粉，雞蛋，蝦仁，洋蔥，玉米筍，豆芽菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419458/76300053871d6038.jpg,7,1,易
[咖哩炒麵麵包](https://icook.tw/recipes/423908),油麵，豬絞肉，洋蔥，熱狗麵包，美乃滋，咖哩粉，麵粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423908/ae66751f56d36edf.jpg,8,10,難
[五色健康米漢堡](https://icook.tw/recipes/427101),壽司飯，雞腿肉或雞胸肉，洋蔥，蘑菇，小番茄，生菜，玉米粒，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/427101/b92cd7b7f45cb666.jpg,3,8,難
[烤南瓜](https://icook.tw/recipes/418771),南瓜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/418771/f7e945db3ca8cd69.jpg,10,2,易
[蔥鹽醬](https://icook.tw/recipes/422719),青蔥，蒜泥，薑泥，香油，黑胡椒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422719/9c8e294895a27cbd.jpg,130,3,易
[蔥鹽醬](https://icook.tw/recipes/422591),青蔥，蒜泥，薑泥，香油，黑胡椒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422591/e78a5179ff2a51aa.jpg,17,2,易
[素麵](https://icook.tw/recipes/417224),素麵，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/417224/901f7f27612bc87f.jpg,5,3,易
[涼拌秋葵](https://icook.tw/recipes/423590),秋葵，柴魚片，烹大師鰹魚粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423590/eb0aef388cd0d12b.jpg,9,3,易
[和風沙拉](https://icook.tw/recipes/412144),生菜，德式香腸，蘋果，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/412144/f3972ecb3bd2421e.jpg,5,3,易
[黑胡椒照燒松?鍋](https://icook.tw/recipes/427697),高麗菜，金針菇，黑白玉菇，鮮香菇，青蔥，松?豬肉，娃娃菜，玉米筍，櫛瓜，大白菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/427697/f22a5cf947d36f9d.jpg,2,7,難
[烤飯糰](https://icook.tw/recipes/414809),白飯，香鬆,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414809/3db076eeb2142301.jpg,23,7,難
[和風洋蔥](https://icook.tw/recipes/411871),洋蔥，柴魚片，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/411871/d7a99bbb904507e8.jpg,28,3,易
[蘋果醬](https://icook.tw/recipes/424600),蘋果，檸檬汁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424600/2790bb3e63572a4b.jpg,96,7,難
[鮭魚烤飯糰](https://icook.tw/recipes/421557),白飯，鮭魚，日式香鬆，海苔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/421557/ae5d9511a358c74f.jpg,24,11,難
[親子丼](https://icook.tw/recipes/416427),洋蔥，香菇，雞肉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416427/e990f082fdb9b66a.jpg,13,1,易
[肥牛沙拉](https://icook.tw/recipes/421275),肥牛肉，洋蔥，蔥花，生菜沙拉，玉米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/421275/852e197e4a992f4e.jpg,19,9,難
[生薑豬肉片](https://icook.tw/recipes/419280),豬五花肉薄片，馬鈴薯粉，洋蔥絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419280/0c6dbd7f332e309c.jpg,16,5,中
[照燒豆腐](https://icook.tw/recipes/420050),板豆腐，柴魚片，麵粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/420050/9566d32efd969542.jpg,34,4,易
[黑糖蕨餅](https://icook.tw/recipes/420125),蕨餅粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/420125/a3b035b40aaac0eb.jpg,152,6,中
[漢堡排醬汁](https://icook.tw/recipes/424843),番茄醬，A1醬，醬油，白酒，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424843/ea2f511d6ecdbce9.jpg,9,1,易
[菇菇豆腐炊飯](https://icook.tw/recipes/424117),越之白米，高麗菜，乾香菇，豆腐,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424117/bfbfc752b2058e88.jpg,7,5,中
[薑汁燒豬肉](https://icook.tw/recipes/419191),豬五花肉片，洋蔥，白芝麻，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419191/5592c2cdcd2c37fa.jpg,15,4,易
[巧克力堅果軟餅乾](https://icook.tw/recipes/425263),低筋麵粉，蘇打粉，泡打粉，無鹽奶油，牛奶，堅果，雞蛋，巧克力,https://tokyo-kitchen.icook.network/uploads/recipe/cover/425263/3b7e266fa22286b5.jpg,6,4,易
[焦糖布丁](https://icook.tw/recipes/414756),雞蛋，牛奶，鮮奶油，煉奶，香草莢，奶油乳酪,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414756/bc18fa8607e736d2.jpg,31,8,難
[涼麵](https://icook.tw/recipes/415805),日式拉麵，豬肉火腿絲，紅蘿蔔絲，小黃瓜絲，海苔絲，水煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/415805/0c31f9a8222727b7.jpg,5,3,易
[紅豆麻糬麵包](https://icook.tw/recipes/423642),高筋麵粉，牛奶，速發酵母，紅豆沙，麻糬，無鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423642/e8dd07d78e567984.jpg,33,16,難
[煮豆薯](https://icook.tw/recipes/414129),豆薯，昆布柴魚高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414129/9b9a2b7dfa81e9cc.jpg,2,3,易
[烤年糕](https://icook.tw/recipes/423160),糯米粉，在來米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423160/2aef0ddd8699792e.jpg,4,6,中
[燒牛肉黑米飯糰](https://icook.tw/recipes/423260),黑米，無骨牛小排，酸菜，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423260/ec1032a2211d6f00.jpg,3,26,難
[松板豬海鮮燴飯](https://icook.tw/recipes/426425),松板豬肉，透抽片，金針菇，水果玉米，紅蘿蔔，馬鈴薯粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/426425/f01e3424c0097d40.jpg,3,10,難
[炒麵](https://icook.tw/recipes/422101),油麵，豬五花薄片，高麗菜，胡蘿蔔，洋蔥，柴魚片，海苔絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422101/7f2899032e867636.jpg,3,11,難
[抹茶泡芙](https://icook.tw/recipes/413409),無鹽奶油，雞蛋，牛奶，玉米澱粉，低筋麵粉，抹茶粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413409/a122c9271cd0918d.jpg,21,4,易
[柴魚湯麵](https://icook.tw/recipes/420690),柴魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/420690/e90ff4b02b44bf28.jpg,5,1,易
[虎蝦味噌湯](https://icook.tw/recipes/422018),虎蝦殼，豆腐，青蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422018/def0a2296c267a09.jpg,3,3,易
[和風柴魚湯麵](https://icook.tw/recipes/420690),柴魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/420690/e90ff4b02b44bf28.jpg,5,1,易
[咖哩雞肉年糕](https://icook.tw/recipes/416618),韓國年糕，蟹肉棒，炸百葉豆腐，水煮蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416618/7ee94abcc6524a06.jpg,3,3,易
[烤味噌圓茄](https://icook.tw/recipes/418871),日本圓茄，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/418871/c519535f33b52977.jpg,9,6,中
[月見牛肉丼](https://icook.tw/recipes/421556),白飯，牛五花肉，洋蔥，蛋黃,https://tokyo-kitchen.icook.network/uploads/recipe/cover/421556/2e63f2df677cbd40.jpg,18,8,難
[牛肉&溫泉蛋佐烏龍麵](https://icook.tw/recipes/416038),芝麻粒，蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416038/f5756c57beed8438.jpg,8,2,易
[蒸蛋](https://icook.tw/recipes/406315),雞蛋，鰹魚高湯，毛豆仁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/406315/c4c38c9e81a89e37.jpg,78,6,中
[烤年糕](https://icook.tw/recipes/423123),糯米粉，在來米粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423123/8e3b6c70d39c4114.jpg,8,6,中
[紅豆包](https://icook.tw/recipes/422517),高筋麵粉，低筋麵粉，速溶酵母，牛奶，紅豆蓉，雞蛋，黑芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422517/5f328fb2c119d781.jpg,8,28,難
[麻辣凍蒟蒻](https://icook.tw/recipes/415875),蒟蒻，辣椒，山椒，昆布柴魚高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/415875/a2bf754612af80a1.jpg,2,4,易
[咖哩雞](https://icook.tw/recipes/406565),雞腿肉，洋蔥，紅蘿蔔，馬鈴薯，咖哩塊，蘋果，青菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/406565/53f0652f1b81192b.jpg,19,9,難
[煉乳多多煎茶](https://icook.tw/recipes/415441),日式煎茶，養樂多，煉奶,https://tokyo-kitchen.icook.network/uploads/recipe/cover/415441/9400a862aadd0ea2.jpg,4,2,易
[咖喱牛肉](https://icook.tw/recipes/414983),洋蔥，紅蘿蔔，馬鈴薯，牛肉，日式咖喱塊,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414983/9eeb2c106ee4c81f.jpg,112,7,難
[豬排蓋飯](https://icook.tw/recipes/416002),豬里肌肉，雞蛋，紅蘿蔔絲，洋蔥絲，鴻禧菇，麵粉，麵包粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416002/089c2d2730df0df2.jpg,34,6,中
[和風醬](https://icook.tw/recipes/426035),透抽，洋蔥，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/426035/e00ea22f708fc511.jpg,4,3,易
[玉子燒](https://icook.tw/recipes/424768),雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424768/3bc77edb211de94c.jpg,7,3,易
[拉麵](https://icook.tw/recipes/399840),拉麵，海帶芽，黃豆芽，大鮮香菇，豆包，杏鮑菇，青江菜，芹菜，素食味島香鬆，海苔 ?,https://tokyo-kitchen.icook.network/uploads/recipe/cover/399840/91de4577639f8d71.jpg,22,9,難
[炸牡蠣](https://icook.tw/recipes/413313),牡蠣，麵粉，麵包粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413313/b0795a65ad982dbc.jpg,6,6,中
[烏龍冷麵](https://icook.tw/recipes/427645),烏龍麵，小黃瓜，蘿蔔泥，海苔絲，山葵，熟白芝麻，昆布，柴魚片,https://tokyo-kitchen.icook.network/uploads/recipe/cover/427645/2275e123a508652f.jpg,5,12,難
[蒜香白湯拉麵](https://icook.tw/recipes/396357),燕麥奶，拉麵，豬叉燒肉片，玉米粒，筍乾，豆芽菜，蔥花，溏心蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/396357/d351cb018c494f73.jpg,5,6,中
[赤道櫻草](https://icook.tw/recipes/423329),赤道櫻草,https://tokyo-kitchen.icook.network/uploads/recipe/cover/423329/c35c60459be4ed37.jpg,2,6,中
[沙拉園](https://icook.tw/recipes/410066),蝦仁，花椰菜，小蕃茄，水煮半熟蛋，起司粉，美乃滋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/410066/e3761c8e4063f55c.jpg,23,8,難
[糖醋肉](https://icook.tw/recipes/414815),梅花豬火鍋肉片，洋蔥，小黃瓜，水果彩椒，日式太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414815/2236094ee50265ec.jpg,18,13,難
[香煎培根芝麻生菜沙拉](https://icook.tw/recipes/421619),雞蛋，生菜，小黃瓜，堅果，厚片培根，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/421619/3f37c043f1979e09.jpg,19,7,難
[醬燒透抽](https://icook.tw/recipes/426361),透抽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/426361/1cef5e224ed4c6ab.jpg,24,7,難
[辣油炒飯](https://icook.tw/recipes/409908),熱白飯，豬肉火腿粒，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/409908/a86554814474b844.jpg,15,6,中
[味噌烤茄子](https://icook.tw/recipes/419516),茄子,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419516/3c513d04aca45557.jpg,61,2,易
[生吻仔魚丼飯](https://icook.tw/recipes/424146),吻仔魚，白飯，青蔥，海苔碎，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424146/79dde74279363129.jpg,4,7,難
[涼拌豆腐](https://icook.tw/recipes/420063),嫩豆腐，韓式泡菜，小黃瓜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/420063/17c7cb71efff3681.jpg,6,3,易
[豬肉麻糬烤糰子](https://icook.tw/recipes/422949),麻糬串，豬肉片，海苔粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422949/0df156e2353abf7d.jpg,5,5,中
[鮪?可樂餅](https://icook.tw/recipes/419232),鮪?，?鈴薯，麵粉，麵包粉，雞蛋，??粒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419232/86ef985eab0d04fb.jpg,10,3,易
[筑前煮](https://icook.tw/recipes/409719),去骨雞腿肉，乾香菇，牛蒡，紅蘿蔔，山茶菇，青花菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/409719/74d0cd3ed64d88f0.jpg,11,5,中
[炒烏龍麵](https://icook.tw/recipes/414201),贊岐烏龍麵，柴魚片，紅蘿蔔，洋蔥，青蔥，豬肉絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414201/39df8bb605a7925b.jpg,18,1,易
[梅子?虱目?肚](https://icook.tw/recipes/419596),虱目?肚，洋?，干?椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419596/b56f041a3257f790.jpg,8,7,難
[藍莓馬芬](https://icook.tw/recipes/426837),高筋麵粉，低筋麵粉，泡打粉，無鹽奶油，牛奶，雞蛋，藍莓,https://tokyo-kitchen.icook.network/uploads/recipe/cover/426837/2df947ba90d2b0c4.jpg,5,3,易
[馬鈴薯燉豬肉](https://icook.tw/recipes/414998),梅花豬肉片，洋蔥，馬鈴薯，紅蘿蔔，迷你奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414998/bfe867f242ada9d5.jpg,34,4,易
[柴魚昆布蘿蔔](https://icook.tw/recipes/424819),蘿蔔，青蔥，乾香菇，花椰菜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424819/81d85cb09509273f.jpg,51,10,難
[螃蟹粥](https://icook.tw/recipes/424220),螃蟹，白菜，菇類，豆腐，茼蒿，白蘿蔔，丸子，白飯，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424220/7a48cdaaae9ac05b.jpg,5,10,難
[筑前煮](https://icook.tw/recipes/400416),蒟蒻，乾香菇，紅蘿蔔，牛蒡，蓮藕，竹筍，去骨雞腿肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/400416/70327a21de299a17.jpg,89,13,難
[糰子](https://icook.tw/recipes/391557),糯米粉，再來米粉，黃豆粉，花生粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/391557/3e082014d14d5de7.jpg,21,5,中
[照燒洋蔥沾肉醬](https://icook.tw/recipes/422307),洋蔥，蒜頭，醬油，檸檬汁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/422307/d4c9f7546cce1467.jpg,6,1,易
[豬排](https://icook.tw/recipes/403278),豬里肌肉，雞蛋，麵粉，麵包粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/403278/a71c9f1b2c6020b5.jpg,21,10,難
[親子丼](https://icook.tw/recipes/413250),去骨雞腿排，洋蔥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413250/0d078482456a724c.jpg,49,3,易
[照燒雞排](https://icook.tw/recipes/413685),無骨雞腿排,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413685/6c20f08676b405fe.jpg,16,10,難
[唐揚炸雞塊](https://icook.tw/recipes/413628),雞胸肉，低筋麵粉，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413628/f7c86b88f31f3d8a.jpg,18,11,難
[煮A菜](https://icook.tw/recipes/413867),A菜，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413867/fdd1944ba001e2dd.jpg,6,3,易
[饅頭](https://icook.tw/recipes/413149),低筋麵粉，煉乳，雞蛋，白豆沙泥，無鹽奶油，抹茶粉，巧克力粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413149/a604b1bf273909fa.jpg,9,14,難
[蒸味噌鮭魚](https://icook.tw/recipes/412007),鮭魚，高麗菜，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/412007/1381514544426d87.jpg,24,12,難
[梅子柴魚美乃滋](https://icook.tw/recipes/416328),糖漬蜜梅，洋蔥，柴魚片，美乃滋，吉利丁粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416328/389cf7ced22143ed.jpg,8,3,易
[豬五花丼飯](https://icook.tw/recipes/419929),豬五花肉，洋蔥，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419929/db7bfeda3ffef15e.jpg,9,6,中
[鮮筍炊飯](https://icook.tw/recipes/418461),白米，麻竹筍，美白菇，鴻喜菇，甜豌豆，辣椒絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/418461/3f3bc1fef8de393c.jpg,13,9,難
[咖哩飯](https://icook.tw/recipes/417892),去骨清雞腿，馬鈴薯，紅蘿蔔，洋蔥，青花椰菜，玉米筍,https://tokyo-kitchen.icook.network/uploads/recipe/cover/417892/705f5b84afa2e94d.jpg,24,13,難
[牡蠣雜炊](https://icook.tw/recipes/413058),冷凍飯，牡蠣,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413058/00bf86f1e9147146.jpg,9,9,難
[章魚燒](https://icook.tw/recipes/419872),中筋麵粉，雞蛋，柴魚粉，高麗菜，天婦羅花，章魚，日式美乃滋，青海苔粉，柴魚片,https://tokyo-kitchen.icook.network/uploads/recipe/cover/419872/07386e30bc347907.jpg,57,9,難
[味噌鮭魚頭](https://icook.tw/recipes/412081),鮭魚頭，湯豆腐，洋蔥，青蔥，白蘿蔔，昆布，白飯，雞蛋，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/412081/100851ca01718e9f.jpg,9,8,難
[醬油拉麵](https://icook.tw/recipes/417015),豬肉片，泡麵，乾香菇，昆布，小魚乾，柴魚片,https://tokyo-kitchen.icook.network/uploads/recipe/cover/417015/2f113aabf607e0bf.jpg,13,4,易
[清湯拉麵](https://icook.tw/recipes/408159),日式拉麵，溏心蛋，海苔絲，豬火鍋肉片，白蘿蔔，豬排骨，昆布，香菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/408159/aabf472bc6ce2c5a.jpg,12,6,中
[醬燒骰子牛](https://icook.tw/recipes/416500),冷凍牛排,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416500/1e14bb3a9016e5ce.jpg,8,4,易
[鬆餅抹茶小豆](https://icook.tw/recipes/413619),鬆餅粉，抹茶粉，雞蛋，常溫鮮乳，日式蜜紅豆，鮮奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/413619/70f151b2f161ae6a.jpg,21,5,中
[白高湯](https://icook.tw/recipes/410559),水，昆布，柴魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/410559/98d6f54dfb6d9f81.jpg,7,2,易
[涼拌花枝](https://icook.tw/recipes/412183),新鮮花枝，辣椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/412183/3fd9f761d759eb3f.jpg,21,5,中
[牛排佐煉奶](https://icook.tw/recipes/414382),翼板牛肉，地瓜，四季豆，玉米筍，煉奶,https://tokyo-kitchen.icook.network/uploads/recipe/cover/414382/42eab120319d1d23.jpg,7,17,難
[小泡芙](https://icook.tw/recipes/416081),低筋麵粉，雞蛋，玉米澱粉，牛奶，淡奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/416081/a67a02c260245437.jpg,13,11,難
[墨魚飯](https://icook.tw/recipes/424948),嘉義太保紫晶香糯，透抽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/424948/d8a904add58955ce.jpg,1,13,難
